"face_id","college_name","session_number","zone","emotion","confidence","created_at","position.x1","position.y1","position.x2","position.y2","position.center_x","position.center_y","pose.pitch","pose.yaw","pose.roll","pose.confidence"
face_SRMChennai_2_42,SRM Chennai,2,center,neutral,0.86,2024-12-31 11:15:00,140,374,277,531,208,452,10.75,21.32,-11.18,0.91
face_SRMChennai_2_43,SRM Chennai,2,left,neutral,0.95,2024-12-31 11:34:00,728,332,853,506,790,419,21.79,5.42,0.83,0.91
face_SRMChennai_2_44,SRM Chennai,2,right,neutral,0.85,2024-12-31 10:45:00,331,341,433,483,382,412,10.18,21.89,4.47,0.91
face_SRMChennai_2_45,SRM Chennai,2,center,happy,0.89,2024-12-31 11:40:00,100,142,218,307,159,224,8.13,-8.16,2.74,0.92
face_SRMChennai_2_46,SRM Chennai,2,left,neutral,0.92,2024-12-31 10:55:00,569,245,674,387,621,316,-4.33,-4.76,3.19,0.92
face_SRMChennai_2_47,SRM Chennai,2,center,happy,0.88,2024-12-31 11:26:00,207,362,342,523,274,442,8.45,15.63,-6.49,0.98
face_SRMChennai_2_48,SRM Chennai,2,center,happy,0.91,2024-12-31 10:47:00,527,354,662,477,594,415,14.98,26.55,4.31,0.94
face_SRMChennai_2_49,SRM Chennai,2,left,neutral,0.93,2024-12-31 11:00:00,762,169,893,337,827,253,1.47,-3.76,-6.41,0.98
face_SRMChennai_2_50,SRM Chennai,2,right,fear,0.98,2024-12-31 11:14:00,795,394,921,547,858,470,12.42,-16.61,9.15,1
face_SRMChennai_2_51,SRM Chennai,2,center,neutral,0.94,2024-12-31 10:45:00,321,226,461,401,391,313,-4.33,18.11,10.21,0.98
face_SRMChennai_2_52,SRM Chennai,2,center,neutral,0.98,2024-12-31 11:23:00,173,249,286,400,229,324,9.26,1.28,3.37,0.95
face_SRMChennai_2_53,SRM Chennai,2,left,surprise,0.9,2024-12-31 11:18:00,769,157,885,298,827,227,29.07,7.13,-4.68,0.9
face_SRMChennai_2_54,SRM Chennai,2,left,neutral,0.89,2024-12-31 11:11:00,357,308,480,434,418,371,17.69,3.61,4.4,0.99
face_SRMChennai_2_55,SRM Chennai,2,center,neutral,0.99,2024-12-31 11:08:00,509,156,640,324,574,240,13.1,-18.89,1.45,0.99
face_SRMChennai_2_56,SRM Chennai,2,right,happy,0.85,2024-12-31 11:05:00,141,382,251,517,196,449,2.03,19.39,0.99,0.96
face_SRMChennai_2_57,SRM Chennai,2,center,neutral,0.97,2024-12-31 11:59:00,126,342,241,499,183,420,-4.67,-13.31,0.63,0.97
face_SRMChennai_2_58,SRM Chennai,2,right,fear,0.87,2024-12-31 11:14:00,544,201,655,379,599,290,4.83,-3.45,-2.54,0.91
face_SRMChennai_2_59,SRM Chennai,2,left,happy,0.91,2024-12-31 11:45:00,215,179,325,311,270,245,19.34,-16.31,-4.75,0.95
face_SRMChennai_2_60,SRM Chennai,2,left,happy,0.94,2024-12-31 10:46:00,253,279,367,422,310,350,9.57,-14.96,8.01,0.92
face_SRMChennai_2_61,SRM Chennai,2,left,neutral,0.9,2024-12-31 11:28:00,267,248,408,368,337,308,16.4,-15.87,-3.63,0.96
face_SRMChennai_2_62,SRM Chennai,2,center,neutral,0.87,2024-12-31 11:16:00,565,212,665,364,615,288,-9.54,-1.51,-1.13,1
face_SRMChennai_2_63,SRM Chennai,2,center,happy,0.9,2024-12-31 11:47:00,314,143,444,315,379,229,10.82,-20.9,8.36,0.93
face_SRMChennai_2_64,SRM Chennai,2,center,fear,0.88,2024-12-31 12:14:00,475,177,597,341,536,259,-1.08,-17.92,-1.57,0.92
face_SRMChennai_2_65,SRM Chennai,2,left,neutral,0.97,2024-12-31 11:13:00,678,167,827,298,752,232,7.55,13.13,4.37,0.97
face_SRMChennai_2_66,SRM Chennai,2,center,surprise,0.93,2024-12-31 12:13:00,539,328,683,450,611,389,12.05,2.17,-7.35,0.91
face_SRMChennai_2_67,SRM Chennai,2,right,happy,0.98,2024-12-31 11:26:00,631,354,771,503,701,428,11.33,-4.82,-8.33,0.94
face_SRMChennai_2_68,SRM Chennai,2,right,disgust,0.96,2024-12-31 12:06:00,581,309,689,477,635,393,-6.48,-5.41,3.35,0.92
face_SRMChennai_2_69,SRM Chennai,2,center,neutral,0.9,2024-12-31 10:58:00,186,264,306,393,246,328,2.4,11.63,-1.8,0.99
face_SRMChennai_2_70,SRM Chennai,2,left,neutral,0.97,2024-12-31 10:46:00,794,163,907,316,850,239,-0.52,-15.26,1.6,0.94
face_SRMChennai_2_71,SRM Chennai,2,left,neutral,1,2024-12-31 10:59:00,511,371,641,515,576,443,-4.39,-9.67,-1.79,0.99
face_SRMChennai_2_72,SRM Chennai,2,right,neutral,0.99,2024-12-31 11:07:00,542,149,666,269,604,209,3.07,-4.21,-1.57,0.92
face_SRMChennai_2_73,SRM Chennai,2,left,neutral,0.99,2024-12-31 11:03:00,682,259,801,416,741,337,9.48,-16.24,-12.02,1
face_SRMChennai_2_74,SRM Chennai,2,center,neutral,0.89,2024-12-31 12:12:00,745,146,878,266,811,206,-3.69,-20.33,-4.58,0.93
face_SRMChennai_2_75,SRM Chennai,2,right,neutral,0.99,2024-12-31 11:26:00,571,165,703,290,637,227,-5.26,2.07,3.72,0.94
face_SRMChennai_2_76,SRM Chennai,2,center,disgust,0.86,2024-12-31 11:37:00,532,398,662,556,597,477,4.7,-1.14,3.33,0.91
face_SRMChennai_2_77,SRM Chennai,2,right,neutral,0.93,2024-12-31 10:58:00,284,192,386,327,335,259,9.03,-6.35,-0.33,0.93
face_SRMChennai_2_78,SRM Chennai,2,center,neutral,0.89,2024-12-31 11:14:00,465,170,585,312,525,241,16.74,6.12,-0.55,0.93
face_SRMChennai_2_79,SRM Chennai,2,left,neutral,0.87,2024-12-31 11:31:00,398,366,542,514,470,440,-0.82,17.51,4.11,0.99
face_SRMChennai_2_80,SRM Chennai,2,right,happy,0.89,2024-12-31 11:36:00,458,369,580,523,519,446,6.72,-3.68,2.02,0.98
face_SRMChennai_2_81,SRM Chennai,2,left,angry,0.96,2024-12-31 12:00:00,325,314,433,472,379,393,10.79,3.37,1.24,0.99
face_SRMChennai_2_82,SRM Chennai,2,center,neutral,0.97,2024-12-31 10:45:00,136,177,260,344,198,260,4.92,-24.36,-17.33,0.93
face_SRMChennai_2_83,SRM Chennai,2,right,surprise,0.97,2024-12-31 11:27:00,492,192,615,325,553,258,6.96,4.34,0.04,0.91
face_SRMChennai_2_84,SRM Chennai,2,right,sad,0.9,2024-12-31 11:13:00,702,220,821,382,761,301,-6.76,-6.75,1.34,0.95
face_SRMChennai_2_85,SRM Chennai,2,left,surprise,1,2024-12-31 11:11:00,586,123,717,298,651,210,25.41,-0.19,-0.39,0.91
face_SRMChennai_2_86,SRM Chennai,2,center,neutral,0.96,2024-12-31 11:37:00,581,219,692,359,636,289,-0.58,-7.54,2.06,1
face_SRMChennai_2_87,SRM Chennai,2,right,neutral,0.97,2024-12-31 11:04:00,399,170,540,325,469,247,7.04,-5.95,-1.68,0.99
face_SRMChennai_2_88,SRM Chennai,2,left,happy,0.94,2024-12-31 12:15:00,535,168,676,311,605,239,5.39,3.68,0.26,0.96
face_SRMChennai_2_89,SRM Chennai,2,center,neutral,0.92,2024-12-31 11:59:00,543,187,678,321,610,254,-6.92,22.08,6.07,0.97
face_SRMChennai_2_90,SRM Chennai,2,right,surprise,0.96,2024-12-31 11:48:00,248,247,390,424,319,335,-16.78,-13.17,-4.15,0.95
face_SRMChennai_2_91,SRM Chennai,2,left,neutral,0.87,2024-12-31 11:26:00,659,335,779,506,719,420,21.03,21.38,5.8,0.92
face_SRMChennai_2_92,SRM Chennai,2,right,neutral,0.94,2024-12-31 11:45:00,702,377,840,543,771,460,8.47,-25.84,-0.19,0.92
face_SRMChennai_2_93,SRM Chennai,2,center,surprise,0.93,2024-12-31 10:56:00,355,120,476,267,415,193,14.46,0.85,-5.67,0.96
face_SRMChennai_2_94,SRM Chennai,2,left,neutral,0.92,2024-12-31 11:26:00,161,129,289,253,225,191,6.94,7,-2.78,0.98
face_SRMChennai_2_95,SRM Chennai,2,left,neutral,0.87,2024-12-31 11:43:00,135,325,254,456,194,390,-5.54,-6.72,-3.87,0.91
face_SRMChennai_2_96,SRM Chennai,2,left,neutral,0.93,2024-12-31 11:51:00,644,244,788,416,716,330,1.34,9.06,-3.05,0.98
face_SRMChennai_2_97,SRM Chennai,2,left,neutral,0.88,2024-12-31 11:40:00,583,218,707,379,645,298,4.04,9.29,-3.72,0.94
face_SRMChennai_2_98,SRM Chennai,2,center,neutral,0.98,2024-12-31 11:30:00,605,216,746,349,675,282,35.29,18.22,-6.11,0.96
face_SRMChennai_2_99,SRM Chennai,2,left,disgust,0.97,2024-12-31 11:32:00,141,124,270,270,205,197,10.95,-23.03,1.01,0.95
face_SRMChennai_2_100,SRM Chennai,2,right,happy,0.96,2024-12-31 11:02:00,457,290,596,445,526,367,-3.14,3.06,3.95,0.92
face_SRMChennai_2_101,SRM Chennai,2,center,surprise,0.97,2024-12-31 11:00:00,740,392,865,537,802,464,28.47,-1.8,5.21,0.94
face_SRMChennai_2_102,SRM Chennai,2,right,neutral,0.95,2024-12-31 11:53:00,163,171,283,340,223,255,4.24,-16.74,4.51,0.91
face_SRMChennai_2_103,SRM Chennai,2,left,happy,0.98,2024-12-31 11:40:00,119,263,267,385,193,324,5.4,-11.14,2.83,0.95
face_SRMChennai_2_104,SRM Chennai,2,center,neutral,0.85,2024-12-31 11:10:00,315,273,464,413,389,343,19.1,9.36,-2.62,0.96
face_SRMChennai_2_105,SRM Chennai,2,right,neutral,0.96,2024-12-31 11:59:00,733,211,842,367,787,289,-2.16,14.01,-4.73,0.91
face_SRMChennai_2_106,SRM Chennai,2,right,neutral,0.98,2024-12-31 11:44:00,235,115,361,258,298,186,5.78,31.03,-9.1,0.99
face_SRMChennai_2_107,SRM Chennai,2,center,sad,0.92,2024-12-31 11:31:00,323,127,463,286,393,206,-18.6,-19.04,-7.54,0.97
face_SRMChennai_2_108,SRM Chennai,2,left,happy,0.91,2024-12-31 11:59:00,330,251,436,405,383,328,2.83,24.92,-8.53,0.94
face_SRMChennai_2_109,SRM Chennai,2,center,happy,0.89,2024-12-31 12:07:00,406,294,552,457,479,375,-17.22,0.46,0.86,0.95
face_SRMChennai_2_110,SRM Chennai,2,right,neutral,0.92,2024-12-31 10:46:00,607,214,756,389,681,301,2.33,12.82,-4.91,0.96
face_SRMChennai_2_111,SRM Chennai,2,center,neutral,0.97,2024-12-31 11:09:00,586,243,686,411,636,327,3.14,13.55,-5.63,0.97
face_SRMChennai_2_112,SRM Chennai,2,right,happy,0.96,2024-12-31 11:26:00,579,211,722,378,650,294,6.22,26.19,-0.7,0.92
face_SRMChennai_2_113,SRM Chennai,2,center,neutral,0.98,2024-12-31 10:58:00,775,183,922,308,848,245,24.86,16.4,1.17,0.98
face_SRMChennai_2_114,SRM Chennai,2,center,happy,0.99,2024-12-31 11:14:00,632,395,769,534,700,464,4.01,-2.2,-0.44,0.96
face_SRMChennai_2_115,SRM Chennai,2,left,sad,0.86,2024-12-31 11:47:00,295,379,398,520,346,449,-0.06,-2.87,-3.34,0.93
face_SRMChennai_2_116,SRM Chennai,2,left,neutral,0.91,2024-12-31 11:47:00,502,356,619,505,560,430,-17.26,8.72,1.01,0.93
face_SRMChennai_2_117,SRM Chennai,2,right,sad,0.97,2024-12-31 12:05:00,289,130,432,301,360,215,-19.37,0.57,2.56,0.91
face_SRMChennai_2_118,SRM Chennai,2,center,angry,0.89,2024-12-31 11:50:00,747,284,891,414,819,349,-4.28,9.78,-0.85,0.97
face_SRMChennai_2_119,SRM Chennai,2,left,neutral,0.96,2024-12-31 11:03:00,768,259,876,381,822,320,0.72,-3.46,-3.95,0.92
face_SRMChennai_2_120,SRM Chennai,2,center,neutral,0.89,2024-12-31 11:17:00,706,378,828,519,767,448,5.66,2.35,4.2,1
face_SRMChennai_2_121,SRM Chennai,2,right,sad,0.96,2024-12-31 11:41:00,400,252,538,380,469,316,15.49,-3.02,1.65,0.94
face_SRMChennai_2_122,SRM Chennai,2,center,neutral,0.95,2024-12-31 12:00:00,178,369,324,548,251,458,1.69,-8.22,-4.99,0.92
face_SRMChennai_2_123,SRM Chennai,2,center,neutral,0.85,2024-12-31 10:51:00,316,178,441,304,378,241,11.69,7.08,3.76,1
face_SRMChennai_3_1,SRM Chennai,3,center,neutral,0.93,2024-12-31 13:45:00,328,360,434,535,381,447,15.86,1.73,2.35,0.99
face_SRMChennai_3_2,SRM Chennai,3,right,neutral,0.92,2024-12-31 13:09:00,108,257,239,428,173,342,-27.1,-3.07,0.58,0.91
face_SRMChennai_3_3,SRM Chennai,3,left,sad,0.87,2024-12-31 13:27:00,213,217,336,359,274,288,-1.25,-8.48,-2.15,0.98
face_SRMChennai_3_4,SRM Chennai,3,center,happy,0.89,2024-12-31 13:46:00,754,360,881,483,817,421,-2.26,9.36,0.18,0.95
face_SRMChennai_3_5,SRM Chennai,3,center,happy,0.98,2024-12-31 13:45:00,638,301,785,445,711,373,13.29,-11.79,5.55,0.91
face_SRMChennai_3_6,SRM Chennai,3,left,happy,1,2024-12-31 12:44:00,639,327,761,470,700,398,4.04,16.94,0.5,0.94
face_SRMChennai_3_7,SRM Chennai,3,right,disgust,0.93,2024-12-31 12:44:00,505,398,638,521,571,459,22.05,-9.5,-5.49,0.97
face_SRMChennai_3_8,SRM Chennai,3,right,neutral,0.98,2024-12-31 13:09:00,664,302,808,471,736,386,4.4,-1.09,-1.82,0.92
face_SRMChennai_3_9,SRM Chennai,3,left,neutral,0.99,2024-12-31 13:31:00,565,215,679,390,622,302,0.89,-10.34,1.44,0.96
face_SRMChennai_3_10,SRM Chennai,3,center,happy,0.95,2024-12-31 13:29:00,429,157,550,335,489,246,-1.26,-4.48,-6.09,0.91
face_SRMChennai_3_11,SRM Chennai,3,right,happy,0.98,2024-12-31 12:53:00,242,179,389,308,315,243,3.13,38.81,3.69,0.96
face_SRMChennai_3_12,SRM Chennai,3,right,neutral,0.87,2024-12-31 12:54:00,710,349,817,523,763,436,25.37,-18.84,2.98,0.94
face_SRMChennai_3_13,SRM Chennai,3,center,neutral,0.88,2024-12-31 13:26:00,497,296,630,470,563,383,12.94,-11.67,-9.38,0.98
face_SRMChennai_3_14,SRM Chennai,3,center,fear,0.96,2024-12-31 13:00:00,749,390,853,519,801,454,9.33,-13.32,2.43,0.98
face_SRMChennai_3_15,SRM Chennai,3,left,neutral,0.92,2024-12-31 13:24:00,446,322,569,483,507,402,16.22,16.93,-1.98,0.98
face_SRMChennai_3_16,SRM Chennai,3,center,sad,0.93,2024-12-31 13:55:00,322,344,434,519,378,431,11.84,-9.08,5.12,0.95
face_SRMChennai_3_17,SRM Chennai,3,right,neutral,0.94,2024-12-31 12:34:00,625,313,752,472,688,392,22.48,-7.69,-2.36,0.97
face_SRMChennai_3_18,SRM Chennai,3,right,sad,0.85,2024-12-31 12:38:00,422,138,539,312,480,225,-14,2.38,2.28,0.94
face_SRMChennai_3_19,SRM Chennai,3,left,neutral,0.94,2024-12-31 12:38:00,184,397,288,527,236,462,16.62,-15.83,-2.48,0.99
face_SRMChennai_3_20,SRM Chennai,3,left,happy,0.96,2024-12-31 12:55:00,305,177,436,330,370,253,20.55,12.74,-1.74,0.96
face_SRMChennai_3_21,SRM Chennai,3,center,angry,0.87,2024-12-31 13:23:00,263,353,364,481,313,417,13.21,-6.92,-1.03,0.96
face_SRMChennai_3_22,SRM Chennai,3,left,neutral,0.93,2024-12-31 12:52:00,118,216,232,359,175,287,-3.71,14.14,-15.3,0.98
face_SRMChennai_3_23,SRM Chennai,3,center,angry,0.86,2024-12-31 13:31:00,453,241,560,376,506,308,-4.13,14.86,1.18,0.96
face_SRMChennai_3_24,SRM Chennai,3,center,fear,0.95,2024-12-31 13:52:00,543,343,677,519,610,431,-11.01,0.71,1.93,0.95
face_SRMChennai_3_25,SRM Chennai,3,center,neutral,0.98,2024-12-31 13:47:00,761,370,907,515,834,442,4.82,13.43,-1.4,0.92
face_SRMChennai_3_26,SRM Chennai,3,center,sad,0.94,2024-12-31 12:57:00,118,136,262,307,190,221,10.11,-7.62,-5.42,0.94
face_SRMChennai_3_27,SRM Chennai,3,left,neutral,0.95,2024-12-31 12:40:00,363,128,502,295,432,211,7.83,10.87,-7.21,0.91
face_SRMChennai_3_28,SRM Chennai,3,center,happy,0.96,2024-12-31 13:14:00,276,208,418,370,347,289,10.07,-19.57,-3.92,0.98
face_SRMChennai_3_29,SRM Chennai,3,left,neutral,0.87,2024-12-31 13:30:00,634,310,737,435,685,372,9.97,-0.5,8.42,0.99
face_SRMChennai_3_30,SRM Chennai,3,right,neutral,0.86,2024-12-31 13:26:00,588,287,717,412,652,349,8.06,-5.68,2.87,0.99
face_SRMChennai_3_31,SRM Chennai,3,left,sad,0.87,2024-12-31 13:26:00,338,398,445,520,391,459,-29.34,10.3,-4.39,0.92
face_SRMChennai_3_32,SRM Chennai,3,center,happy,0.91,2024-12-31 13:53:00,690,231,824,375,757,303,20.9,-4.27,-0.1,0.97
face_SRMChennai_3_33,SRM Chennai,3,right,surprise,0.9,2024-12-31 13:53:00,625,276,754,402,689,339,3.67,-7.88,-0.79,0.93
face_SRMChennai_3_34,SRM Chennai,3,right,neutral,0.92,2024-12-31 13:54:00,659,346,779,496,719,421,21.54,5.63,3.39,0.98
face_SRMChennai_3_35,SRM Chennai,3,right,angry,0.86,2024-12-31 12:49:00,741,392,850,515,795,453,9.72,-16.34,-9.34,0.91
face_SRMChennai_3_36,SRM Chennai,3,right,happy,0.97,2024-12-31 13:05:00,434,158,583,329,508,243,-7.49,4.41,13.05,0.91
face_SRMChennai_3_37,SRM Chennai,3,right,happy,0.96,2024-12-31 13:42:00,645,390,784,562,714,476,18.27,18.08,0.58,0.97
face_SRMChennai_3_38,SRM Chennai,3,center,angry,0.92,2024-12-31 13:06:00,491,372,597,517,544,444,-7.1,-27.86,-3.3,0.98
face_SRMChennai_3_39,SRM Chennai,3,center,surprise,0.89,2024-12-31 13:06:00,732,381,880,555,806,468,20.59,-32.05,4.29,0.96
face_SRMChennai_3_40,SRM Chennai,3,right,neutral,0.95,2024-12-31 12:31:00,304,297,433,437,368,367,3.71,4.71,-14.17,0.91
face_SRMChennai_3_41,SRM Chennai,3,center,happy,0.95,2024-12-31 13:13:00,644,359,756,538,700,448,3.37,4.11,-2.49,0.9
face_SRMChennai_3_42,SRM Chennai,3,center,fear,0.87,2024-12-31 13:31:00,373,117,498,254,435,185,17.29,12.09,2.65,0.99
face_SRMChennai_3_43,SRM Chennai,3,left,happy,1,2024-12-31 12:30:00,529,144,653,320,591,232,8.75,-10.38,-3.17,0.95
face_SRMChennai_3_44,SRM Chennai,3,center,sad,0.88,2024-12-31 12:46:00,479,144,592,274,535,209,2.22,27.09,-7.12,0.92
face_SRMChennai_3_45,SRM Chennai,3,center,happy,0.88,2024-12-31 12:34:00,239,274,371,418,305,346,-3.33,11.31,8.16,0.93
face_SRMChennai_3_46,SRM Chennai,3,left,neutral,0.89,2024-12-31 13:38:00,700,332,826,475,763,403,-15.6,-9.2,-1.8,0.95
face_SRMChennai_3_47,SRM Chennai,3,left,neutral,0.89,2024-12-31 13:59:00,485,283,612,437,548,360,14.01,-6.55,1.13,0.97
face_SRMChennai_3_48,SRM Chennai,3,center,neutral,0.86,2024-12-31 13:38:00,132,258,264,430,198,344,4.02,-4.79,-3.46,0.91
face_SRMChennai_3_49,SRM Chennai,3,center,neutral,0.88,2024-12-31 12:54:00,676,179,807,313,741,246,2.85,24.5,4.22,0.99
face_SRMChennai_3_50,SRM Chennai,3,center,happy,0.93,2024-12-31 12:54:00,609,118,714,249,661,183,14.21,19.52,-5.82,0.91
face_SRMChennai_3_51,SRM Chennai,3,left,neutral,0.99,2024-12-31 12:45:00,154,111,294,249,224,180,-2.32,16.82,-1.76,0.92
face_SRMChennai_3_52,SRM Chennai,3,center,happy,0.99,2024-12-31 12:57:00,665,192,795,351,730,271,-7.19,9.32,6.93,0.95
face_SRMChennai_3_53,SRM Chennai,3,center,happy,0.86,2024-12-31 13:55:00,363,350,487,488,425,419,19.95,20.58,5.59,0.92
face_SRMChennai_3_54,SRM Chennai,3,right,happy,0.87,2024-12-31 13:15:00,467,352,578,472,522,412,5.8,-9.76,-3.82,0.98
face_SRMChennai_3_55,SRM Chennai,3,center,neutral,0.94,2024-12-31 13:14:00,744,146,851,281,797,213,-13.76,2.31,-0.45,0.97
face_SRMChennai_3_56,SRM Chennai,3,center,neutral,0.95,2024-12-31 12:52:00,168,159,302,308,235,233,-4.53,6.68,0.91,0.99
face_SRMChennai_3_57,SRM Chennai,3,left,happy,0.93,2024-12-31 13:46:00,712,278,834,453,773,365,1.73,-4.36,-5.5,0.98
face_SRMChennai_3_58,SRM Chennai,3,center,surprise,0.85,2024-12-31 12:33:00,587,218,714,361,650,289,6.57,39.78,1.54,0.95
face_SRMChennai_3_59,SRM Chennai,3,center,sad,0.94,2024-12-31 13:27:00,280,214,384,355,332,284,-11.46,-1.68,-3.19,0.92
face_SRMChennai_3_60,SRM Chennai,3,left,happy,0.88,2024-12-31 13:21:00,380,164,490,319,435,241,-7.06,6.68,14.63,0.99
face_SRMChennai_3_61,SRM Chennai,3,left,neutral,0.87,2024-12-31 12:55:00,773,129,897,281,835,205,8.58,33.18,8.36,0.92
face_SRMChennai_3_62,SRM Chennai,3,left,fear,0.95,2024-12-31 13:49:00,125,363,248,503,186,433,-1.67,16.19,-6.47,0.93
face_SRMChennai_3_63,SRM Chennai,3,left,angry,0.92,2024-12-31 13:06:00,247,284,361,455,304,369,13.8,-12.46,4.76,0.94
face_SRMChennai_3_64,SRM Chennai,3,right,neutral,0.96,2024-12-31 12:59:00,283,199,408,333,345,266,15.45,-9.55,-4.48,0.96
face_SRMChennai_3_65,SRM Chennai,3,left,happy,0.85,2024-12-31 13:29:00,635,208,764,332,699,270,2.64,15.62,9.5,0.95
face_SRMChennai_3_66,SRM Chennai,3,right,neutral,0.94,2024-12-31 12:48:00,494,374,609,514,551,444,2.09,-10.08,4.28,0.94
face_SRMChennai_3_67,SRM Chennai,3,center,neutral,0.99,2024-12-31 13:27:00,611,297,753,461,682,379,9.74,14.46,-0.79,0.95
face_SRMChennai_3_68,SRM Chennai,3,center,surprise,0.98,2024-12-31 12:48:00,559,276,680,406,619,341,-3.36,-6.79,1.12,0.95
face_SRMChennai_3_69,SRM Chennai,3,right,neutral,1,2024-12-31 13:00:00,496,152,610,295,553,223,17.42,24.65,-5.8,0.95
face_SRMChennai_3_70,SRM Chennai,3,center,happy,0.92,2024-12-31 13:52:00,521,364,635,499,578,431,1.66,8.59,-6.65,0.94
face_SRMChennai_3_71,SRM Chennai,3,right,disgust,0.85,2024-12-31 13:53:00,619,237,748,375,683,306,-18,-7.02,-1.34,0.97
face_SRMChennai_3_72,SRM Chennai,3,center,neutral,0.93,2024-12-31 13:27:00,285,151,400,295,342,223,4.55,2.18,4.11,0.97
face_SRMChennai_3_73,SRM Chennai,3,right,neutral,0.96,2024-12-31 13:25:00,690,191,821,341,755,266,13.79,-13.51,-1.28,0.91
face_SRMChennai_3_74,SRM Chennai,3,center,fear,0.89,2024-12-31 12:36:00,794,302,903,452,848,377,-8.51,16.2,-10.56,0.96
face_SRMChennai_3_75,SRM Chennai,3,center,surprise,0.92,2024-12-31 13:59:00,184,314,333,464,258,389,3.04,37.26,-7.48,0.9
face_SRMChennai_3_76,SRM Chennai,3,center,neutral,0.88,2024-12-31 13:40:00,622,284,760,427,691,355,-7,-6.14,1.94,0.93
face_SRMChennai_3_77,SRM Chennai,3,right,neutral,0.87,2024-12-31 13:04:00,546,325,654,450,600,387,-4.97,-29.37,1.78,0.94
face_SRMChennai_3_78,SRM Chennai,3,left,neutral,0.93,2024-12-31 13:55:00,174,142,285,274,229,208,-13.13,10.88,-7.52,0.99
face_SRMChennai_3_79,SRM Chennai,3,left,surprise,1,2024-12-31 12:42:00,382,307,482,466,432,386,-20.82,-10.6,6.19,0.97
face_SRMChennai_3_80,SRM Chennai,3,right,angry,0.88,2024-12-31 12:45:00,798,114,926,287,862,200,-11.41,10.61,-2.66,0.96
face_SRMChennai_3_81,SRM Chennai,3,left,neutral,0.99,2024-12-31 12:58:00,125,269,257,409,191,339,11.72,-6.37,-2.37,0.99
face_SRMChennai_3_82,SRM Chennai,3,right,surprise,0.93,2024-12-31 12:31:00,472,388,576,550,524,469,2.94,6.54,0.65,0.98
face_SRMChennai_3_83,SRM Chennai,3,center,angry,0.96,2024-12-31 13:50:00,498,248,628,380,563,314,18.29,25.41,4.47,0.93
face_SRMChennai_3_84,SRM Chennai,3,right,disgust,0.96,2024-12-31 13:55:00,779,368,896,511,837,439,3.86,-11.97,1.55,0.98
face_SRMChennai_3_85,SRM Chennai,3,center,sad,0.93,2024-12-31 13:49:00,532,305,637,482,584,393,0.13,-10.46,-0.5,0.99
face_SRMChennai_3_86,SRM Chennai,3,center,neutral,0.87,2024-12-31 13:05:00,503,148,619,297,561,222,-0.77,-10.78,4.49,0.99
face_SRMChennai_3_87,SRM Chennai,3,center,surprise,0.96,2024-12-31 12:48:00,491,370,595,507,543,438,0.95,-20.28,-6.64,0.98
face_SRMChennai_3_88,SRM Chennai,3,right,sad,0.9,2024-12-31 12:54:00,204,151,344,282,274,216,-2.04,-15.42,0.08,0.96
face_SRMChennai_3_89,SRM Chennai,3,left,neutral,0.92,2024-12-31 13:08:00,662,201,806,373,734,287,9.24,-21.84,-5.11,0.94
face_SRMChennai_3_90,SRM Chennai,3,left,surprise,0.96,2024-12-31 13:48:00,181,138,315,290,248,214,14.48,11.21,5.57,0.97
face_SRMChennai_3_91,SRM Chennai,3,left,disgust,0.95,2024-12-31 13:04:00,123,373,235,548,179,460,5.68,-20.28,-1.36,0.97
face_SRMChennai_3_92,SRM Chennai,3,center,neutral,0.86,2024-12-31 13:20:00,743,143,858,277,800,210,6.79,39.85,2.25,0.97
face_SRMChennai_3_93,SRM Chennai,3,right,neutral,0.88,2024-12-31 13:42:00,697,132,799,266,748,199,-9.71,18.98,4.51,0.95
face_SRMChennai_3_94,SRM Chennai,3,center,sad,0.98,2024-12-31 13:29:00,714,254,855,392,784,323,2.64,10.12,-4.46,0.99
face_SRMChennai_3_95,SRM Chennai,3,left,neutral,0.97,2024-12-31 13:59:00,363,393,504,515,433,454,12.89,-3.38,5.14,0.98
face_SRMChennai_3_96,SRM Chennai,3,center,surprise,0.93,2024-12-31 13:24:00,633,278,764,406,698,342,-1.35,-14.42,6.91,0.95
face_SRMChennai_3_97,SRM Chennai,3,center,surprise,0.91,2024-12-31 13:40:00,174,128,294,305,234,216,5.54,-12.89,-1.79,0.9
face_SRMChennai_3_98,SRM Chennai,3,right,surprise,0.87,2024-12-31 13:03:00,276,279,388,407,332,343,-14.75,-25.31,-6.54,0.93
face_SRMChennai_3_99,SRM Chennai,3,center,happy,0.94,2024-12-31 13:46:00,335,231,448,389,391,310,8.96,-17.24,7.16,0.97
face_SRMChennai_3_100,SRM Chennai,3,left,surprise,0.99,2024-12-31 12:34:00,456,137,577,281,516,209,-7.13,-0.89,7.44,0.93
face_SRMChennai_3_101,SRM Chennai,3,right,neutral,0.89,2024-12-31 13:30:00,371,201,492,373,431,287,-2.72,-9.02,5.4,0.96
face_SRMChennai_3_102,SRM Chennai,3,left,fear,0.94,2024-12-31 13:33:00,482,216,591,370,536,293,3.95,-0.95,-5.02,0.95
face_SRMChennai_3_103,SRM Chennai,3,right,surprise,0.88,2024-12-31 13:05:00,473,396,576,543,524,469,3.29,14.11,4.59,0.98
face_SRMChennai_3_104,SRM Chennai,3,left,happy,0.99,2024-12-31 13:22:00,217,160,359,321,288,240,4.14,-27.95,-4.59,0.94
